


央视频道,#genre#
CCTV6,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv6HD/__op/default/__f//index.m3u8
CCTV6,http://live.cooltv.top/tv/aishang.php?id=cctv6
CCTV6,http://125.210.152.19:9120/live/hzgq-cctv6gq-h264.m3u8
CCTV6,http://175.10.37.200:9901/tsfile/live/0006_1.m3u8
CCTV6,http://218.29.55.44:808/hls/6/index.m3u8
CCTV7,https://live.v1.mk/api/bestv.php?id=cctv7hd8m/8000000
CCTV7,https://live.v1.mk/api/ghyx.php?id=CCTV7HD_6000
CCTV7,http://live.cooltv.top/tv/aishang.php?id=cctv7hd
CCTV7,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv7HD/__op/default/__f//index.m3u8
CCTV7,http://live.cooltv.top/tv/aishang.php?id=cctv7
CCTV7,http://125.210.152.19:9120/live/hzgq-cctv7gq-h264.m3u8
CCTV7,http://175.10.37.200:9901/tsfile/live/0007_1.m3u8
CCTV7,http://218.29.55.44:808/hls/7/index.m3u8
CCTV8,https://live.v1.mk/api/bestv.php?id=cctv8hd8m/8000000
CCTV8,https://live.v1.mk/api/ghyx.php?id=CCTV8HD_6000
CCTV8,http://live.cooltv.top/tv/aishang.php?id=cctv8hd
CCTV8,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv8HD/__op/default/__f//index.m3u8
CCTV8,http://live.cooltv.top/tv/aishang.php?id=cctv8
CCTV8,http://125.210.152.19:9120/live/hzgq-cctv8gq-h264.m3u8
CCTV8,http://175.10.37.200:9901/tsfile/live/0008_1.m3u8
CCTV8,http://218.29.55.44:808/hls/8/index.m3u8
CCTV9,https://live.v1.mk/api/bestv.php?id=cctv9hd8m/8000000
CCTV9,https://live.v1.mk/api/ghyx.php?id=CCTV9HD_6000
CCTV9,http://live.cooltv.top/tv/aishang.php?id=cctv9hd
CCTV9,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv9HD/__op/default/__f//index.m3u8
CCTV9,http://live.cooltv.top/tv/aishang.php?id=cctv9
CCTV9,http://125.210.152.19:9120/live/hzgq-cctvjlgq-h264.m3u8
CCTV9,http://218.29.55.44:808/hls/9/index.m3u8
CCTV10,https://live.v1.mk/api/bestv.php?id=cctv10hd8m/8000000
CCTV10,https://live.v1.mk/api/ghyx.php?id=CCTV10HD_6000
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10hd
CCTV10,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv10HD/__op/default/__f//index.m3u8
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10
CCTV10,http://125.210.152.19:9120/live/hzgq-cctv10gq-h264.m3u8
CCTV10,http://218.29.55.44:808/hls/10/index.m3u8
CCTV11,https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000
CCTV11,https://live.v1.mk/api/ghyx.php?id=CCTV11HD_2000
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11hd
CCTV11,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv11HD/__op/default/__f//index.m3u8
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11
CCTV11,http://125.210.152.19:9120/live/hzgq-cctv11gq-h264.m3u8
CCTV11,http://175.10.37.200:9901/tsfile/live/0011_1.m3u8
CCTV11,http://218.29.55.44:808/hls/11/index.m3u8
CCTV12,https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000
CCTV12,https://live.v1.mk/api/ghyx.php?id=CCTV12HD_6000
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12hd
CCTV12,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv12HD/__op/default/__f//index.m3u8
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12
CCTV12,http://125.210.152.19:9120/live/hzgq-cctv12gq-h264.m3u8
CCTV12,http://175.10.37.200:9901/tsfile/live/0012_1.m3u8
CCTV12,http://218.29.55.44:808/hls/12/index.m3u8
CCTV13,https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV13,https://live.v1.mk/api/ghyx.php?id=CCTV13HD_2000
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
CCTV13,http://baidu.live.cqccn.com/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f//index.m3u8
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13
CCTV13,http://125.210.152.19:9120/live/hzgq-cctvnewsgq-h264.m3u8
CCTV13,http://218.29.55.44:808/hls/13/index.m3u8
CCTV14,https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000
CCTV14,https://live.v1.mk/api/ghyx.php?id=CCTV14HD_6000
CCTV14,http://live.cooltv.top/tv/aishang.php?id=cctv14hd
CCTV14,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctvseHD/__op/default/__f//index.m3u8
CCTV14,http://live.cooltv.top/tv/aishang.php?id=cctv14
CCTV14,http://125.210.152.19:9120/live/hzgq-cctvsegq-h264.m3u8
CCTV14,http://175.10.37.200:9901/tsfile/live/0014_1.m3u8
CCTV14,http://218.29.55.44:808/hls/14/index.m3u8
CCTV15,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000
CCTV15,https://live.v1.mk/api/ghyx.php?id=CCTV15HD_6000
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15hd
CCTV15,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv15HD/__op/default/__f//index.m3u8
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15
CCTV15,http://125.210.152.19:9120/live/hzgq-cctvmusicgq-h264.m3u8
CCTV15,http://175.10.37.200:9901/tsfile/live/0015_1.m3u8
CCTV16,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000
CCTV16,https://live.v1.mk/api/ghyx.php?id=CCTV16HD_6000
CCTV16,http://live.cooltv.top/tv/aishang.php?id=cctv16hd
CCTV16,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv16HD/__op/default/__f//index.m3u8
CCTV16,http://125.210.152.19:9120/live/hzgq-cctv16gq-h264.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV17,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000
CCTV17,https://live.v1.mk/api/ghyx.php?id=CCTV17HD_6000
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17hd
CCTV17,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv17HD/__op/default/__f//index.m3u8
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17
CCTV17,http://125.210.152.19:9120/live/hzgq-cctv17gq-h264.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CETV-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
CETV-3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV-4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
CCTV-移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8

卫视频道,#genre#
江苏卫视,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000
江苏卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.126:5146
广西卫视,https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000
广西卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.139:5146
四川卫视,https://live.v1.mk/api/bestv.php?id=scwshd/8000000
四川卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.159:5146
湖南卫视,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000
湖南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.88:5146
浙江卫视,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000
浙江卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.89:5146
东方卫视,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000
东方卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.98:5146
北京卫视,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000
北京卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.91:5146
天津卫视,https://live.v1.mk/api/bestv.php?id=tjwshd8m/8000000
天津卫视,https://live.v1.mk/api/ghyx.php?id=TianJinHD_6000
天津卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.97:5146
辽宁卫视,https://live.v1.mk/api/bestv.php?id=lnwshd8m/8000000
辽宁卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.123:5146
安徽卫视,https://live.v1.mk/api/bestv.php?id=ahwshd8m/8000000
安徽卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.183:5146
黑龙江卫视,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000
黑龙江卫视,https://live.v1.mk/api/ghyx.php?id=HeiLongJiangHD_6000
黑龙江卫视,http://ct.whosayssowhat.top:4022/udp/239.77.1.179:5146
广东卫视,https://live.v1.mk/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.v1.mk/api/bestv.php?id=szwshd8m/8000000
河北卫视,https://live.v1.mk/api/ghyx.php?id=HeBeiHD_6000
河北卫视,https://live.v1.mk/api/bestv.php?id=hbwshd8m/8000000
河北卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.148:5146
江西卫视,https://live.v1.mk/api/ghyx.php?id=JiangXiHD_6000
江西卫视,https://live.v1.mk/api/bestv.php?id=jxws8m/8000000
江西卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.149:5146
重庆卫视,https://live.v1.mk/api/ghyx.php?id=ChongQingHD_6000
重庆卫视,https://live.v1.mk/api/bestv.php?id=cqws8m/8000000
重庆卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.182:5146
吉林卫视,https://live.v1.mk/api/ghyx.php?id=JiLinWeiShiHD_6000
吉林卫视,https://live.v1.mk/api/bestv.php?id=jlwshd8m/8000000
吉林卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.150:5146
海南卫视,https://live.v1.mk/api/ghyx.php?id=LvYouWeiShiHD_6000
海南卫视,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000
海南卫视,http://ct.whosayssowhat.top:4022/udp/239.253.43.35:5146
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
西藏卫视,https://tv.vtibet.cn/live/EfgSmE4jCTBtvchannel3.m3u8
影视文化,https://tv.vtibet.cn/live/FYeIdVzzCTBtvchannel2.m3u8
湖北卫视,https://live.v1.mk/api/bestv.php?id=hubeiws8m/8000000
湖北卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.95:5146
山东卫视,https://live.v1.mk/api/bestv.php?id=sdws8m/8000000
山东卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.94:5146
河南卫视,https://live.v1.mk/api/bestv.php?id=hnwshd8m/8000000
河南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.1.229:5146
甘肃卫视,https://live.v1.mk/api/bestv.php?id=gswshd8m/8000000
甘肃卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.189:5146
东南卫视,https://live.v1.mk/api/bestv.php?id=dnwshd8m/8000000
东南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.146:5146
云南卫视,https://live.v1.mk/api/bestv.php?id=ynwshd8m/8000000
云南卫视,http://ct.whosayssowhat.top:4022/udp/239.253.43.37:5146
贵州卫视,https://live.v1.mk/api/bestv.php?id=gzwshd8m/8000000
贵州卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.230:5146
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000
金鹰纪实 8M,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000
戏曲精选 8M,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000
上海纪实 8M,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000
东方影视 8M,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
星空卫视台,http://159.75.85.63:8765/telegram@feiyangdigital-xingkong.m3u8

体育频道,#genre#
五星体育,http://tvmvip110.club/bs1.php?id=40
五星体育,http://cfss.cc/ds/bst.php?id=Cf-54
五星体育,http://lu1.cc/itv/php/bst5g.php?id=wxty
五星体育,https://live.v1.mk/api/bestv.php?id=wxtyhd8m/8000000
五星体育,http://[2409:8c44:2:140::28]/liveplay-kk.rtxapp.com/live/program/live/wxtyhd8m/8000000/mnf.m3u8
足球频道,https://nmglive.imfc.cn/5n1r1c/182396.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
劲爆体育,https://live.v1.mk/api/ghyx.php?id=JinBaoTiYuHD_6000
劲爆体育,http://117.184.239.60/liveplay-kk.rtxapp.com/live/program/live/jbtyhd8m/8000000/mnf.m3u8
超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
咪咕体育,http://117.136.156.35:80/000000001000/3000000010000005180/index.m3u8
咪咕体育,http://39.135.134.67/000000001000/3000000001000028638/index.m3u8
快乐垂钓,https://live.v1.mk/api/bestv.php?id=klcd8m/8000000


明星合集
宋小宝,http://txtest-xp2p.p2p.huya.com/src/1449584077-1449584077-6225916203517345792-2847687612-10057-A-0-1.xs
许氏三杰,http://txtest-xp2p.p2p.huya.com/src/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1.xs
80后脱口秀,http://txtest-xp2p.p2p.huya.com/src/1423787862-1423787862-6115122303731761152-2847699180-10057-A-0-1.xs
民兵葛二蛋,http://txtest-xp2p.p2p.huya.com/src/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.xs
龙珠Z,http://txtest-xp2p.p2p.huya.com/src/146501201-146501201-629217867119722496-293125858-10057-A-0-1.xs
春晚小品,http://txtest-xp2p.p2p.huya.com/src/1423782031-1423782031-6115097259777458176-2847687518-10057-A-0-1.xs
炊事班的故事,http://txtest-xp2p.p2p.huya.com/src/1524418108-1524418108-6547325919290195968-3048959672-10057-A-0-1.xs
庆余年,http://txtest-xp2p.p2p.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.xs
神探狄仁杰,http://txtest-xp2p.p2p.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.xs
好先生,http://txtest-xp2p.p2p.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.xs
孙红雷,http://txtest-xp2p.p2p.huya.com/src/1449539468-1449539468-6225724609321238528-3048959632-10057-A-0-1.xs
龙门镖局,http://txtest-xp2p.p2p.huya.com/src/1449698121-1449698121-6226406018767650816-2847687516-10057-A-0-1.xs
电视剧,http://txtest-xp2p.p2p.huya.com/src/1524439854-1524439854-6547419317649014784-3049003164-10057-A-0-1-imgplus.xs#http://txtest-xp2p.p2p.huya.com/src/1394575538-1394575538-5989656327511605248-2789274532-10057-A-0-1.xs
活佛济公,http://txtest-xp2p.p2p.huya.com/src/1394565208-1394565208-5989611960499437568-2789253872-10057-A-0-1.xs
医馆笑传,http://txtest-xp2p.p2p.huya.com/src/1449698185-1449698185-6226406293645557760-2847687566-10057-A-0-1.xs
秦,http://txtest-xp2p.p2p.huya.com/src/1449698864-1449698864-6226409209928351744-2847687540-10057-A-0-1.xs
天龙八部,http://txtest-xp2p.p2p.huya.com/src/1423782083-1423782083-6115097483115757568-2847687622-10057-A-0-1.xs
芈月传,http://txtest-xp2p.p2p.huya.com/src/1423787884-1423787884-6115122398221041664-2847699224-10057-A-0-1.xs
鬼吹灯,http://txtest-xp2p.p2p.huya.com/src/1423782025-1423782025-6115097234007654400-2847687506-10057-A-0-1.xs
康熙微服私访,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789274536-10057-A-0-1.xs
康熙王朝,http://txtest-xp2p.p2p.huya.com/src/1448737923-1448737923-6222281999759966208-2847699110-10057-A-0-1.xs
倚天屠龙记,http://txtest-xp2p.p2p.huya.com/src/1394565214-1394565214-5989611986269241344-2789253884-10057-A-0-1.xs
陈佩斯,http://txtest-xp2p.p2p.huya.com/src/1524418065-1524418065-6547325734606602240-3048959586-10057-A-0-1.xs
茶啊二中,http://txtest-xp2p.p2p.huya.com/src/28596569-28596569-122821328632807424-2633424538-10057-A-0-1.xs
街访Show,http://txtest-xp2p.p2p.huya.com/src/60637426-60637426-260435761583620096-2125253048-10057-A-0-1.xs
笑傲帮,http://txtest-xp2p.p2p.huya.com/src/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-1.xs
数码评测,http://txtest-xp2p.p2p.huya.com/src/1099531752622-1099531752622-86435555407036416-2199063628700-10057-A-0-1.xs
唐唐,http://txtest-xp2p.p2p.huya.com/src/22303913-22303913-95794576907829248-4413173724-10057-A-0-1.xs
峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/playlist.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
南宁影视,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
海西影视,http://stream.haixitv.cn/1/sd/live.m3u8
上海影视,http://58.34.204.67:9901/tsfile/live/1016_1.m3u8
浙江影视,https://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
溧水影视,https://live.lsrmw.cn/ysyl/sd/live.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8?_upt=f6b685651648171016
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8
镇海先锋影视,http://pluslive.zhxww.net/channel2/sd/live.m3u8
柳林影视,http://pili-live-hls.212.i2863.com/i2863-212/live_212_316579.m3u8
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8
山西影视,http://liveflash.sxrtv.com:80/live/sxfilm.m3u8
山西影视,http://liveflash.sxrtv.com:80/live/sxfilm.m3u8?
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
定州国学影视,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
定州国学影视,https://jwcdnqx.hebyun.com.cn/live/yspd/1500k/tzwj_video.m3u8
江苏影视频,http://183.207.248.15/PLTV/4/224/3221225937/index.m3u8
江苏影视,https://litchiapp-hls.jstv.com/lizhiapp/jsys.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
浙江影视台,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
未知影视,http://39.135.138.58:18890/TVOD/88888888/224/3221225716/index.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/HasBahCa.m3u8
石河子影视文体,http://202.107.188.141:5002/shiheziyinshiwenti_hdgq.m3u8?token=guoziyun
广东影视,http://183.11.239.32:808/hls/8/index.m3u8
广东影视,http://py.fatcat.icu:8880/hls/9/index.m3u8
广东影视,http://183.63.15.42:9901/tsfile/live/1007_1.m3u8
昆明影视综艺,http://wshls.live.migucloud.com/live/KYLNJWFD_C0_2/playlist.m3u8?token=006f3811c18fb70b91442573728aa10e
昆明影视,http://wshls.live.migucloud.com/live/KYLNJWFD_C0/playlist.m3u8
24H欢乐不断,http://epg.112114.xyz/douyu/131977
24H欢乐不断,http://epg.112114.xyz/douyu/7298973
科幻影视,http://epg.112114.xyz/douyu/3508304
60帧极致蓝光,http://epg.112114.xyz/douyu/747764
经典神剧,http://epg.112114.xyz/douyu/3700024
华语经典,http://epg.112114.xyz/douyu/434971
南京影视,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
陕西影视,http://111.20.33.93/PLTV/88888893/224/3221226360/index.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/HasBahCa.m3u8
东方影视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjpdhd/2300000/mnf.m3u8
影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8

斗鱼频道,#genre#
邵氏影院,http://tvmvip110.club/douyu.php?id=4246519
伤感点歌,http://tvmvip110.club/douyu.php?id=3186217
进击的神乐,http://tvmvip110.club/douyu.php?id=85894
傲娇的赛亚人,http://tvmvip110.club/douyu.php?id=4373285
译制国语,http://tvmvip110.club/douyu.php?id=2436390
万和出品,http://tvmvip110.club/douyu.php?id=9220456
花卷影厅,http://tvmvip110.club/douyu.php?id=52787
网神影厅,http://tvmvip110.club/douyu.php?id=508118
花卷美剧,http://tvmvip110.club/douyu.php?id=1409682
女神经影院,http://tvmvip110.club/douyu.php?id=747764
云宝影院,http://tvmvip110.club/douyu.php?id=7305938
特辑影院,http://tvmvip110.club/douyu.php?id=3637778
贝贝影院,http://tvmvip110.club/douyu.php?id=431460
鱼小丸梓,http://tvmvip110.club/douyu.php?id=6140589
贝爷影厅,http://tvmvip110.club/douyu.php?id=4332
菜园小饼,http://tvmvip110.club/douyu.php?id=1735337
萌萌小鸭,http://tvmvip110.club/douyu.php?id=7925840
浦蚂蚱,http://tvmvip110.club/douyu.php?id=6079455
怡宝影院,http://tvmvip110.club/douyu.php?id=434971
进击的神乐2,http://tvmvip110.club/douyu.php?id=122402
可乐橙,http://tvmvip110.club/douyu.php?id=20415
薯条影厅,http://tvmvip110.club/douyu.php?id=10599965
港片轮播,http://tvmvip110.club/douyu.php?id=9129814
小星儿很酷,http://tvmvip110.club/douyu.php?id=9650887
林正英女鬼,http://tvmvip110.club/douyu.php?id=6906628
港剧直播,http://tvmvip110.club/douyu.php?id=4549169
豆瓣高分,http://tvmvip110.club/douyu.php?id=8770422
漫威电影,http://tvmvip110.club/douyu.php?id=4282654
斗鱼電影7,http://epg.112114.xyz/douyu/3637726
斗鱼電影8,http://epg.112114.xyz/douyu/323876
斗鱼电影10,http://epg.112114.xyz/douyu/2935323
斗鱼電影11,http://epg.112114.xyz/douyu/7459925
斗鱼電影16,http://epg.112114.xyz/douyu/431460
斗鱼電影18,http://epg.112114.xyz/douyu/4246519
斗鱼電影22,http://epg.112114.xyz/douyu/1979257
斗鱼電影23,http://epg.112114.xyz/douyu/7494871
斗鱼電影26,http://epg.112114.xyz/douyu/8413092
斗鱼電影35,http://epg.112114.xyz/douyu/248753
斗鱼電影71,http://epg.112114.xyz/douyu/2987100
斗鱼電影77,http://epg.112114.xyz/douyu/2758565
斗鱼電影81,http://epg.112114.xyz/douyu/3870925
斗鱼電影95,http://epg.112114.xyz/douyu/4549169
斗鱼電影97,http://epg.112114.xyz/douyu/8867878
斗鱼電影99,http://epg.112114.xyz/douyu/7655471
斗鱼電影105,http://epg.112114.xyz/douyu/4290711
斗鱼電影108,http://epg.112114.xyz/douyu/6566671
斗鱼電影111,http://epg.112114.xyz/douyu/8475821
斗鱼電影117,http://epg.112114.xyz/douyu/338759
斗鱼電影124,http://epg.112114.xyz/douyu/2793084
斗鱼電影125,http://epg.112114.xyz/douyu/5067952
斗鱼電影128,http://epg.112114.xyz/douyu/675072
斗鱼電影129,http://epg.112114.xyz/douyu/413573
斗鱼電影134,http://epg.112114.xyz/douyu/6725858
斗鱼電影135,http://epg.112114.xyz/douyu/7476264
斗鱼電影136,http://epg.112114.xyz/douyu/5689514
斗鱼電影141,http://epg.112114.xyz/douyu/7623292
斗鱼電影145,http://epg.112114.xyz/douyu/5033502
斗鱼電影151,http://epg.112114.xyz/douyu/426517
